year,area,variable,generation_TWh,share_of_production_percent,change_on_last_year_percent,change_on_last_year_TWh
2002,Finland,Wind and solar,0.065865,0.0881488811248399,-8.15728927002718,-0.00584999999999999
2002,Finland,Wind,0.064,0.0856529020267176,-8.57142857142857,-0.006
2002,Finland,Solar,0.001865,0.00249597909812231,8.7463556851312,0.000149999999999999
2002,Finland,Bioenergy,8.988814,12.0299688262248,8.6674906659355,0.716961999999998
2002,Finland,Other renewables,0.0,0.0,,0.0
2002,Finland,Production,74.720177,,0.555516775202979,0.412790000000001
2002,Finland,Net imports,11.925,,19.7409378451651,1.966
2002,Finland,Demand,86.645177,,2.82294053974334,2.37879
2002,France,Fossil,52.664,9.51247759384256,13.3241521776553,6.192
2002,France,Coal,23.658,4.27324538423073,15.5288602402578,3.17999999999999
2002,France,Hard Coal,23.413,4.22899206107845,16.6160282910793,3.33599999999999
2002,France,Lignite,0.245,0.0442533231522753,-38.9027431421446,-0.156
2002,France,Gas,18.369,3.31791548156794,21.2795457546546,3.22299999999999
2002,France,Other fossil,10.637,1.92131672804388,-1.94505899705015,-0.211
2002,France,Nuclear,436.76,78.890128244848,3.72474327674814,15.6839999999999
2002,France,Renewables,64.2067389999999,11.5973941613093,-17.4070461452299,-13.532022
2002,France,Hydro,60.3966119999999,10.9091868903615,-18.6768487347757,-13.870815
2002,France,Wind and solar,0.272694,0.0492555743007615,98.4658044701276,0.135293
2002,France,Wind,0.26559,0.0479724085551543,102.369704358427,0.13435
2002,France,Solar,0.00710399999999999,0.00128316574560719,15.3059568251907,0.000942999999999999
2002,France,Bioenergy,3.043,0.549644336132138,6.8094068094068,0.193999999999999
2002,France,Other renewables,0.494432999999999,0.0893073605148936,1.95903351597024,0.0095
2002,France,Production,553.630739,,1.53019999691499,8.34397799999987
2002,France,Net imports,-77.034,,12.6392747477701,-8.644
2002,France,Demand,476.596738999999,,-0.0629113100644618,-0.300022000000069
2002,Germany,Fossil,371.0,63.7566592197972,-0.188323917137489,-0.700000000000045
2002,Germany,Coal,292.6,50.2835538752363,-0.204638472032747,-0.600000000000022
2002,Germany,Hard Coal,134.6,23.1311221859426,-2.7456647398844,-3.80000000000001
2002,Germany,Lignite,158.0,27.1524316892936,2.06718346253229,3.19999999999998
2002,Germany,Gas,56.3,9.67520192472933,1.44144144144142,0.799999999999997
2002,Germany,Other fossil,22.1,3.79790341983158,-3.91304347826085,-0.899999999999998
2002,Germany,Nuclear,164.8,28.3210173569341,-3.79451255107997,-6.5
2002,Germany,Renewables,46.1,7.9223234232686,18.2051282051282,7.1
2002,Germany,Hydro,23.7,4.07286475339405,2.1551724137931,0.5
2002,Germany,Wind and solar,16.0,2.74961333562467,50.9433962264151,5.4
2002,Germany,Wind,15.8,2.71524316892936,50.4761904761904,5.3
2002,Germany,Solar,0.2,0.0343701666953084,100.0,0.1
2002,Germany,Bioenergy,6.4,1.09984533424987,23.0769230769231,1.2
2002,Germany,Other renewables,0.0,0.0,,0.0
2002,Germany,Production,581.9,,-0.0171821305841923,-0.100000000000022
2002,Germany,Net imports,0.7,,-153.846153846153,2.0
2002,Germany,Demand,582.6,,0.327191320819686,1.89999999999997
2002,Greece,Fossil,50.368,93.3691723051255,0.446713465220183,0.224000000000003
2002,Greece,Coal,34.566,64.0763740847159,-2.44136490643784,-0.864999999999994
2002,Greece,Hard Coal,0.02,0.0370747984057836,233.333333333333,0.014
2002,Greece,Lignite,34.546,64.0392992863101,-2.48129851799575,-0.878999999999997
2002,Greece,Gas,7.061,13.0892575771619,15.1312571335398,0.927999999999999
2002,Greece,Other fossil,8.741,16.2035406432477,1.87645687645687,0.160999999999999
2002,Greece,Nuclear,0.0,0.0,,0.0
2002,Greece,Renewables,3.577,6.63082769487441,21.9986357435197,0.645
2002,Greece,Hydro,2.8,5.19047177680971,33.524082021936,0.702999999999999
2002,Greece,Wind and solar,0.651,1.20678468810825,-13.8888888888888,-0.104999999999999
2002,Greece,Wind,0.651,1.20678468810825,-13.8888888888888,-0.104999999999999
2002,Greece,Solar,0.0,0.0,,0.0
2002,Greece,Bioenergy,0.126,0.233571229956437,59.4936708860759,0.047
2002,Greece,Other renewables,0.0,0.0,,0.0
2002,Greece,Production,53.945,,1.63727485115683,0.868999999999999
2002,Greece,Net imports,2.896,,15.84,0.396
2002,Greece,Demand,56.841,,2.27616237224701,1.265
2002,Hungary,Fossil,21.967,60.7545344228493,-0.295025417574446,-0.0650000000000012
2002,Hungary,Coal,8.983,24.8444477043044,1.62914356827694,0.144
2002,Hungary,Hard Coal,0.093,0.257211804130058,85.9999999999999,0.043
2002,Hungary,Lignite,8.89,24.5872359001743,1.14916372738651,0.101
2002,Hungary,Gas,10.738,29.6982833628878,21.1827107549937,1.87699999999999
2002,Hungary,Other fossil,2.246,6.2118033556571,-48.1532779316712,-2.086
2002,Hungary,Nuclear,13.953,38.5900677744806,-1.22469205719949,-0.173
2002,Hungary,Renewables,0.236972,0.65539780266998,-7.87508406905907,-0.0202569999999999
2002,Hungary,Hydro,0.194,0.536549354851949,4.3010752688172,0.008
2002,Hungary,Wind and solar,0.001,0.00276571832397912,0.0,0.0
2002,Hungary,Wind,0.001,0.00276571832397912,0.0,0.0
2002,Hungary,Solar,0.0,0.0,,0.0
2002,Hungary,Bioenergy,0.041972,0.116082729494051,-40.2355152429907,-0.0282569999999999
2002,Hungary,Other renewables,0.0,0.0,,0.0
2002,Hungary,Production,36.1569719999999,,-0.709200538049614,-0.258257
2002,Hungary,Net imports,4.256,,34.2163355408388,1.085
2002,Hungary,Demand,40.4129719999999,,2.08846111611185,0.826742999999993
2002,Ireland,Fossil,23.461,94.437064766735,-0.610040245710663,-0.144000000000001
2002,Ireland,Coal,6.821,27.4564263575252,-3.41263098272445,-0.241
2002,Ireland,Hard Coal,6.821,27.4564263575252,-3.41263098272445,-0.241
2002,Ireland,Lignite,0.0,0.0,,0.0
2002,Ireland,Gas,10.83,43.5937688684941,18.3994752377828,1.68299999999999
2002,Ireland,Other fossil,5.81,23.3868695407156,-21.4440237966468,-1.586
2002,Ireland,Nuclear,0.0,0.0,,0.0
2002,Ireland,Renewables,1.382,5.5629352332649,34.5666991236611,0.355
2002,Ireland,Hydro,0.912,3.67105422050477,53.0201342281879,0.315999999999999
2002,Ireland,Wind and solar,0.388,1.56180815521474,16.1676646706586,0.0539999999999999
2002,Ireland,Wind,0.388,1.56180815521474,16.1676646706586,0.0539999999999999
2002,Ireland,Solar,0.0,0.0,,0.0
2002,Ireland,Bioenergy,0.082,0.330072857545385,-15.4639175257731,-0.015
2002,Ireland,Other renewables,0.0,0.0,,0.0
2002,Ireland,Production,24.843,,0.856609288730103,0.210999999999998
2002,Ireland,Net imports,0.502999999999999,,-301.2,0.752999999999999
2002,Ireland,Demand,25.346,,3.95373636289064,0.963999999999998
2002,Italy,Fossil,228.448403,82.542697871062,5.40927352560522,11.723256
2002,Italy,Coal,35.447,12.8076667335491,11.7144658052316,3.717
2002,Italy,Hard Coal,35.447,12.8076667335491,11.7250291549784,3.72
2002,Italy,Lignite,0.0,0.0,-100.0,-0.003
2002,Italy,Gas,99.414,35.9201450235297,-4.58210158559526,-4.774
2002,Italy,Other fossil,93.587403,33.8148861139831,15.815749564825,12.780256
2002,Italy,Nuclear,0.0,0.0,,0.0
2002,Italy,Renewables,48.3155129999999,17.4573021289379,-11.0989259451152,-6.031989
2002,Italy,Hydro,39.519358,14.2790861508116,-15.5754592586973,-7.290915
2002,Italy,Wind and solar,1.42499999999999,0.514879259043292,18.9482470784641,0.226999999999999
2002,Italy,Wind,1.404,0.507291564699496,19.0839694656488,0.224999999999999
2002,Italy,Solar,0.021,0.00758769434379588,10.5263157894736,0.002
2002,Italy,Bioenergy,2.70915499999999,0.978868574760302,47.8611570933545,0.876925999999999
2002,Italy,Other renewables,4.662,1.68446814432268,3.4390947415132,0.155
2002,Italy,Production,276.763916,,2.0995356857268,5.69126699999998
2002,Italy,Net imports,50.597,,4.58895756247803,2.21999999999999
2002,Italy,Demand,327.360916,,2.47653019020848,7.911267
2002,Latvia,Fossil,1.49,37.4888414086142,3.4004163775156,0.0489999999999999
2002,Latvia,Coal,0.0,0.0,,0.0
2002,Latvia,Hard Coal,0.0,0.0,,0.0
2002,Latvia,Lignite,0.0,0.0,,0.0
2002,Latvia,Gas,1.313,33.0354689728258,0.690184049079745,0.00899999999999989
2002,Latvia,Other fossil,0.177,4.4533724357884,29.1970802919707,0.0399999999999999
2002,Latvia,Nuclear,0.0,0.0,,0.0
2002,Latvia,Renewables,2.48451599999999,62.5111585913857,-12.4902346845688,-0.354614
2002,Latvia,Hydro,2.46360399999999,61.9850064762602,-13.0422628176506,-0.369501
2002,Latvia,Wind and solar,0.0112419999999999,0.282852050413182,227.468686280221,0.00780899999999999
2002,Latvia,Wind,0.0112419999999999,0.282852050413182,227.468686280221,0.00780899999999999
2002,Latvia,Solar,0.0,0.0,,0.0
2002,Latvia,Bioenergy,0.00966999999999999,0.243300064712281,273.07098765432,0.00707799999999999
2002,Latvia,Other renewables,0.0,0.0,,0.0
2002,Latvia,Production,3.97451599999999,,-7.14029714050744,-0.305614000000001
2002,Latvia,Net imports,2.348,,24.6946362187997,0.465
2002,Latvia,Demand,6.32251599999999,,2.58612101318647,0.159385999999999
2002,Lithuania,Fossil,2.656,15.4820155928845,1.99692780337941,0.052
2002,Lithuania,Coal,0.0,0.0,,0.0
2002,Lithuania,Hard Coal,0.0,0.0,,0.0
2002,Lithuania,Lignite,0.0,0.0,,0.0
2002,Lithuania,Gas,2.109,12.2935131345608,11.9426751592356,0.225
2002,Lithuania,Other fossil,0.547,3.18850245832373,-24.0277777777777,-0.172999999999999
2002,Lithuania,Nuclear,14.142,82.4347381455471,24.4675233233585,2.77999999999999
2002,Lithuania,Renewables,0.357388999999999,2.0832462615683,9.10775562041299,0.029833
2002,Lithuania,Hydro,0.353510999999999,2.06064111982537,8.58684834559953,0.027955
2002,Lithuania,Wind and solar,0.0,0.0,,0.0
2002,Lithuania,Wind,0.0,0.0,,0.0
2002,Lithuania,Solar,0.0,0.0,,0.0
2002,Lithuania,Bioenergy,0.00387799999999999,0.022605141742924,93.8999999999999,0.00187799999999999
2002,Lithuania,Other renewables,0.0,0.0,,0.0
2002,Lithuania,Production,17.155389,,20.0218406112516,2.86183299999999
2002,Lithuania,Net imports,-6.486,,63.6226034308779,-2.522
2002,Lithuania,Demand,10.6693889999999,,3.28990907256805,0.339832999999998
2002,Luxembourg,Fossil,2.658283,94.6153980310845,279.550299338784,1.957906
2002,Luxembourg,Coal,0.0,0.0,,0.0
2002,Luxembourg,Hard Coal,0.0,0.0,,0.0
2002,Luxembourg,Lignite,0.0,0.0,,0.0
2002,Luxembourg,Gas,2.623906,93.3918287052773,293.717401612138,1.957462
2002,Luxembourg,Other fossil,0.034377,1.22356932580714,1.30846079038104,0.000443999999999999
2002,Luxembourg,Nuclear,0.0,0.0,,0.0
2002,Luxembourg,Renewables,0.151283999999999,5.38460196891549,-9.7840671234593,-0.0164070000000001
2002,Luxembourg,Hydro,0.0997309999999999,3.54969288861948,-15.5051172563373,-0.0183010000000001
2002,Luxembourg,Wind and solar,0.024538,0.873373014418236,3.16152358530228,0.000752000000000002
2002,Luxembourg,Wind,0.024479,0.87127304670079,3.11288963774223,0.000739000000000003
2002,Luxembourg,Solar,5.9e-05,0.00209996771744542,28.2608695652174,1.3e-05
2002,Luxembourg,Bioenergy,0.027015,0.961536065877767,4.41386773856917,0.001142
2002,Luxembourg,Other renewables,0.0,0.0,,0.0
2002,Luxembourg,Production,2.809567,,223.657478446388,1.94149899999999
2002,Luxembourg,Net imports,3.473722,,-34.6610453865576,-1.84274199999999
2002,Luxembourg,Demand,6.283289,,1.59683869369582,0.0987569999999999
2002,Malta,Fossil,2.052,100.0,5.60988162635101,0.108999999999999
2002,Malta,Coal,0.0,0.0,,0.0
2002,Malta,Hard Coal,0.0,0.0,,0.0
2002,Malta,Lignite,0.0,0.0,,0.0
2002,Malta,Gas,0.0,0.0,,0.0
2002,Malta,Other fossil,2.052,100.0,5.60988162635101,0.108999999999999
2002,Malta,Nuclear,0.0,0.0,,0.0
2002,Malta,Renewables,0.0,0.0,,0.0
2002,Malta,Hydro,0.0,0.0,,0.0
2002,Malta,Wind and solar,0.0,0.0,,0.0
2002,Malta,Wind,0.0,0.0,,0.0
2002,Malta,Solar,0.0,0.0,,0.0
2002,Malta,Bioenergy,0.0,0.0,,0.0
2002,Malta,Other renewables,0.0,0.0,,0.0
2002,Malta,Production,2.052,,5.60988162635101,0.108999999999999
2002,Malta,Net imports,0.0,,,0.0
2002,Malta,Demand,2.052,,5.60988162635101,0.108999999999999
2002,Netherlands,Fossil,87.864624,91.7598086057544,1.99831652430877,1.72141400000001
2002,Netherlands,Coal,25.992,27.144268497419,2.00541580000783,0.510999999999999
2002,Netherlands,Hard Coal,25.992,27.144268497419,2.00541580000783,0.510999999999999
2002,Netherlands,Lignite,0.0,0.0,,0.0
2002,Netherlands,Gas,55.28,57.7306541450186,2.80634542783284,1.509
2002,Netherlands,Other fossil,6.592624,6.88488596331674,-4.3328530112999,-0.298586
2002,Netherlands,Nuclear,3.915,4.08855844749906,-1.53420523138833,-0.0609999999999999
2002,Netherlands,Renewables,3.975397,4.15163294674646,20.3865004943681,0.673202
2002,Netherlands,Hydro,0.11,0.114876482560637,-6.20656724562794,-0.00727899999999999
2002,Netherlands,Wind and solar,0.963762,1.00648716896004,15.1359991589651,0.126698
2002,Netherlands,Wind,0.947371,0.989369528726853,14.7744178721135,0.121951
2002,Netherlands,Solar,0.016391,0.0171176402331946,40.7677773960838,0.004747
2002,Netherlands,Bioenergy,2.901635,3.03026929522578,23.5867933753916,0.553783
2002,Netherlands,Other renewables,0.0,0.0,,0.0
2002,Netherlands,Production,95.755021,,2.49794573310044,2.33361599999999
2002,Netherlands,Net imports,16.382,,-5.21321529826997,-0.900999999999999
2002,Netherlands,Demand,112.137021,,1.29409123331631,1.43261599999999
2002,Poland,Fossil,139.723966,98.0581225058155,-0.861045486672529,-1.213536
2002,Poland,Coal,132.946,93.3013535749347,-1.49959250203749,-2.024
2002,Poland,Hard Coal,79.902,56.0751339141037,-0.578595692261751,-0.465000000000003
2002,Poland,Lignite,53.044,37.2262196608309,-2.85515447869165,-1.559
2002,Poland,Gas,2.198,1.54255393285775,61.8556701030927,0.839999999999999
2002,Poland,Other fossil,4.579966,3.2142149980231,-0.640763362289442,-0.0295359999999993
2002,Poland,Nuclear,0.0,0.0,,0.0
2002,Poland,Renewables,2.767,1.94187749418443,-0.574919151994246,-0.016
2002,Poland,Hydro,2.279,1.5993996419394,-1.9784946236559,-0.0459999999999998
2002,Poland,Wind and solar,0.061,0.0428097315306291,335.714285714285,0.047
2002,Poland,Wind,0.061,0.0428097315306291,335.714285714285,0.047
2002,Poland,Solar,0.0,0.0,,0.0
2002,Poland,Bioenergy,0.427,0.299668120714403,-3.82882882882883,-0.017
2002,Poland,Other renewables,0.0,0.0,,0.0
2002,Poland,Production,142.490966,,-0.855504943894525,-1.22953600000002
2002,Poland,Net imports,-7.068,,5.03789567543468,-0.339
2002,Poland,Demand,135.422966,,-1.14498781099574,-1.56853599999999
2002,Portugal,Fossil,35.917,78.6790799561883,18.0431853288198,5.49
2002,Portugal,Coal,15.212,33.3231106243154,11.8036160517418,1.60599999999999
2002,Portugal,Hard Coal,15.212,33.3231106243154,11.8036160517418,1.60599999999999
2002,Portugal,Lignite,0.0,0.0,,0.0
2002,Portugal,Gas,9.037,19.7962760131434,25.3050471436494,1.825
2002,Portugal,Other fossil,11.668,25.5596933187294,21.4278280778436,2.05899999999999
2002,Portugal,Nuclear,0.0,0.0,,0.0
2002,Portugal,Renewables,9.733,21.3209200438116,-38.1678419414268,-6.008
2002,Portugal,Hydro,7.8,17.0865279299014,-44.4206926036767,-6.234
2002,Portugal,Wind and solar,0.364,0.797371303395399,41.6342412451361,0.106999999999999
2002,Portugal,Wind,0.362,0.792990142387732,41.40625,0.105999999999999
2002,Portugal,Solar,0.002,0.00438116100766703,100.0,0.001
2002,Portugal,Bioenergy,1.473,3.22672508214676,9.51672862453532,0.128
2002,Portugal,Other renewables,0.096,0.210295728368017,-8.57142857142856,-0.00899999999999999
2002,Portugal,Production,45.65,,-1.12198925662796,-0.518
2002,Portugal,Net imports,1.89899999999999,,694.560669456065,1.65999999999999
2002,Portugal,Demand,47.549,,2.4608356497942,1.14199999999999
2002,Romania,Fossil,32.856,60.377081112867,-0.952610635475714,-0.316000000000002
2002,Romania,Coal,20.3119999999999,37.3258848175236,3.13801157713007,0.617999999999998
2002,Romania,Hard Coal,0.4,0.735050902274982,-56.8034557235421,-0.526
2002,Romania,Lignite,19.912,36.5908339152486,6.09548167092923,1.14399999999999
2002,Romania,Gas,8.966,16.4761659744937,11.0615632354762,0.892999999999998
2002,Romania,Other fossil,3.578,6.57503032084971,-33.8020351526364,-1.827
2002,Romania,Nuclear,5.513,10.1308390606049,1.23026074182885,0.0670000000000001
2002,Romania,Renewables,16.049,29.4920798265279,7.54539971855525,1.12599999999999
2002,Romania,Hydro,16.046,29.4865669447609,7.52529652214701,1.12299999999999
2002,Romania,Wind and solar,0.0,0.0,,0.0
2002,Romania,Wind,0.0,0.0,,0.0
2002,Romania,Solar,0.0,0.0,,0.0
2002,Romania,Bioenergy,0.003,0.00551288176706236,inf,0.003
2002,Romania,Other renewables,0.0,0.0,,0.0
2002,Romania,Production,54.418,,1.63799704899048,0.876999999999995
2002,Romania,Net imports,-2.854,,117.862595419847,-1.544
2002,Romania,Demand,51.564,,-1.27701939461239,-0.667000000000001
2002,Slovakia,Fossil,8.81899999999999,27.3950049701789,-8.63033568172399,-0.833
2002,Slovakia,Coal,5.15499999999999,16.0132952286282,-11.4565441429062,-0.667
2002,Slovakia,Hard Coal,3.141,9.75708250497017,-1.35050251256282,-0.0430000000000001
2002,Slovakia,Lignite,2.014,6.25621272365805,-23.6542835481425,-0.624
2002,Slovakia,Gas,2.511,7.80007455268389,-6.96554279362725,-0.187999999999999
2002,Slovakia,Other fossil,1.153,3.58163518886679,1.94518125552607,0.022
2002,Slovakia,Nuclear,17.953,55.7685139165009,4.9698883236859,0.849999999999997
2002,Slovakia,Renewables,5.42,16.83648111332,6.66351792813004,0.3386
2002,Slovakia,Hydro,5.268,16.3643141153081,6.92104729044043,0.341
2002,Slovakia,Wind and solar,0.0,0.0,,0.0
2002,Slovakia,Wind,0.0,0.0,,0.0
2002,Slovakia,Solar,0.0,0.0,,0.0
2002,Slovakia,Bioenergy,0.152,0.472166998011928,-1.55440414507772,-0.00240000000000001
2002,Slovakia,Other renewables,0.0,0.0,,0.0
2002,Slovakia,Production,32.192,,1.11696046035354,0.355599999999999
2002,Slovakia,Net imports,-4.157,,13.0233822729744,-0.479000000000001
2002,Slovakia,Demand,28.0349999999999,,-0.438235126995867,-0.123400000000003
2002,Slovenia,Fossil,5.656,38.7448690106947,5.89777195281782,0.314999999999999
2002,Slovenia,Coal,5.302,36.3198895853435,7.78613539337262,0.382999999999999
2002,Slovenia,Hard Coal,0.494,3.38401083650692,40.3409090909091,0.142
2002,Slovenia,Lignite,4.808,32.9358787488366,5.27698708123494,0.240999999999999
2002,Slovenia,Gas,0.288,1.9728646172348,-2.7027027027027,-0.008
2002,Slovenia,Other fossil,0.066,0.45211480811631,-47.6190476190476,-0.06
2002,Slovenia,Nuclear,5.528,37.8680402919236,5.15503138672246,0.270999999999999
2002,Slovenia,Renewables,3.414062,23.3870906973816,-11.7280155297955,-0.453599999999999
2002,Slovenia,Hydro,3.312564,22.6918066247423,-12.7293822703252,-0.483173999999999
2002,Slovenia,Wind and solar,1e-06,6.85022436539864e-06,inf,1e-06
2002,Slovenia,Wind,0.0,0.0,,0.0
2002,Slovenia,Solar,1e-06,6.85022436539864e-06,inf,1e-06
2002,Slovenia,Bioenergy,0.101497,0.695277222414865,41.1170124019798,0.029573
2002,Slovenia,Other renewables,0.0,0.0,,0.0
2002,Slovenia,Production,14.5980619999999,,0.915270936096801,0.132399999999998
2002,Slovenia,Net imports,-1.134,,-36.0045146726862,0.638
2002,Slovenia,Demand,13.464062,,6.06917058292555,0.7704
2002,Spain,Fossil,143.719,59.9066297075925,19.7089715718367,23.6619999999999
2002,Spain,Coal,81.1819999999999,33.8392280277609,15.5286751102888,10.9119999999999
2002,Spain,Hard Coal,74.627,31.1068964798566,16.876791279698,10.7759999999999
2002,Spain,Lignite,6.555,2.73233154790437,2.11871007945163,0.136
2002,Spain,Gas,32.386,13.4995102227965,38.6505693980649,9.028
2002,Spain,Other fossil,30.151,12.567891457035,14.0830148700291,3.722
2002,Spain,Nuclear,63.016,26.2670640461849,-1.08620581402649,-0.692
2002,Spain,Renewables,33.17,13.8263062462224,-32.7112283193021,-16.125
2002,Spain,Hydro,21.224,8.84683520560221,-48.092349833692,-19.6639999999999
2002,Spain,Wind and solar,9.36,3.90154436130968,38.1345926800472,2.584
2002,Spain,Wind,9.342,3.89404139138409,38.2157123834886,2.583
2002,Spain,Solar,0.018,0.00750296992559554,5.88235294117645,0.000999999999999997
2002,Spain,Bioenergy,2.586,1.07792667931056,58.5530349478847,0.954999999999999
2002,Spain,Other renewables,0.0,0.0,,0.0
2002,Spain,Production,239.905,,2.93701192825881,6.84499999999999
2002,Spain,Net imports,5.329,,54.463768115942,1.879
2002,Spain,Demand,245.234,,3.68863895818358,8.72400000000001
2002,Sweden,Fossil,7.444,5.07431267517975,20.7461476074614,1.279
2002,Sweden,Coal,2.373,1.61759053979064,26.2905800957956,0.494
2002,Sweden,Hard Coal,2.373,1.61759053979064,26.2905800957956,0.494
2002,Sweden,Lignite,0.0,0.0,,0.0
2002,Sweden,Gas,0.556,0.379005621628149,40.759493670886,0.161
2002,Sweden,Other fossil,4.515,3.07771651376096,16.0370084811102,0.623999999999999
2002,Sweden,Nuclear,68.111,46.4288703142354,-5.54438419614748,-3.99799999999999
2002,Sweden,Renewables,71.144671,48.4968170105848,-14.6132647109411,-12.1758479999999
2002,Sweden,Hydro,66.36,45.2352752720215,-16.0637490513533,-12.6999999999999
2002,Sweden,Wind and solar,0.609671,0.415591252416646,26.0903914840988,0.126152
2002,Sweden,Wind,0.608,0.4144521905574,26.1410788381742,0.126
2002,Sweden,Solar,0.001671,0.00113906185924575,10.0065832784726,0.000152
2002,Sweden,Bioenergy,4.175,2.84595048614662,10.5374635954461,0.397999999999999
2002,Sweden,Other renewables,0.0,0.0,,0.0
2002,Sweden,Production,146.699671,,-9.21742153890751,-14.8948479999999
2002,Sweden,Net imports,5.356,,-173.470507544581,12.646
2002,Sweden,Demand,152.055671,,-1.45740903414499,-2.24884799999998
2002,United Kingdom,Fossil,285.619617,74.2654049022804,1.02375842741486,2.89442300000001
2002,United Kingdom,Coal,124.279,32.3144129692272,-5.46321722792312,-7.18200000000001
2002,United Kingdom,Hard Coal,124.279,32.3144129692272,-5.46321722792312,-7.18200000000001
2002,United Kingdom,Lignite,0.0,0.0,,0.0
2002,United Kingdom,Gas,152.276,39.5940549030974,7.30841055635813,10.371
2002,United Kingdom,Other fossil,9.064617,2.3569370299558,-3.14746120232146,-0.294576999999998
2002,United Kingdom,Nuclear,87.848,22.8418039292291,-2.49295180589161,-2.24599999999999
2002,United Kingdom,Renewables,11.1254749999999,2.89279116849035,16.513273672706,1.57679899999999
2002,United Kingdom,Hydro,4.78757499999999,1.24484165201802,18.0453282027877,0.731865999999999
2002,United Kingdom,Wind and solar,1.258722,0.32728668979837,30.1803898207271,0.291815999999999
2002,United Kingdom,Wind,1.25602399999999,0.326585169137671,30.1463289281991,0.290937999999999
2002,United Kingdom,Solar,0.002698,0.00070152066069871,48.2417582417582,0.000877999999999999
2002,United Kingdom,Bioenergy,5.079126,1.32064930589028,12.2201360218362,0.553087999999998
2002,United Kingdom,Other renewables,5.2e-05,1.35207836754384e-05,126.086956521739,2.9e-05
2002,United Kingdom,Production,384.593092,,0.58195841611901,2.22522200000003
2002,United Kingdom,Net imports,8.414,,-19.088373882104,-1.985
2002,United Kingdom,Demand,393.007092,,0.0611614721985231,0.240222000000017
2003,Austria,Fossil,22.829545,39.3062848248701,21.4827889832762,4.03713399999999
2003,Austria,Coal,8.443,14.5365561502158,27.6727657644034,1.83
2003,Austria,Hard Coal,6.932,11.9350239527769,34.5235784979623,1.779
2003,Austria,Lignite,1.511,2.60153219743883,3.4931506849315,0.0509999999999999
2003,Austria,Gas,11.164,19.2213801801503,19.9398366996132,1.85599999999999
2003,Austria,Other fossil,3.222545,5.54834849450399,12.2286220955481,0.351134
2003,Austria,Nuclear,0.0,0.0,,0.0
2003,Austria,Renewables,35.251612,60.6937151751298,-15.8595150636325,-6.64452399999999
2003,Austria,Hydro,33.214992,57.18720789257,-17.4308542588723,-7.01188899999999
2003,Austria,Wind and solar,0.386970999999999,0.666259110506355,159.979038878848,0.238123999999999
2003,Austria,Wind,0.372278999999999,0.640963471165011,166.259709050336,0.232460999999999
2003,Austria,Solar,0.014692,0.0252956393413443,62.7201240447446,0.005663
2003,Austria,Bioenergy,1.646684,2.83514324619945,8.51702502169771,0.129241
2003,Austria,Other renewables,0.00296499999999999,0.00510492585400803,0.0,0.0
2003,Austria,Production,58.081157,,-4.2963460634508,-2.60738999999999
2003,Austria,Net imports,5.614,,703.147353361946,4.915
2003,Austria,Demand,63.695157,,3.75908488410525,2.30761
2003,Belgium,Fossil,34.99,41.8736013211905,7.85734101908082,2.549
2003,Belgium,Coal,9.638,11.5340888692093,-3.89869378801476,-0.391
2003,Belgium,Hard Coal,9.638,11.5340888692093,-3.89869378801476,-0.391
2003,Belgium,Lignite,0.0,0.0,,0.0
2003,Belgium,Gas,21.609,25.8601500700087,20.9368703828072,3.741
2003,Belgium,Other fossil,3.743,4.47936238197245,-17.6276408450704,-0.800999999999999
2003,Belgium,Nuclear,47.379,56.6998958844437,0.0401182432432367,0.0189999999999983
2003,Belgium,Renewables,1.192,1.42650279436579,4.7451669595782,0.054
2003,Belgium,Hydro,0.247,0.295592441449958,-31.3888888888888,-0.112999999999999
2003,Belgium,Wind and solar,0.088,0.105312286832373,54.3859649122806,0.0309999999999999
2003,Belgium,Wind,0.088,0.105312286832373,54.3859649122806,0.0309999999999999
2003,Belgium,Solar,0.0,0.0,,0.0
2003,Belgium,Bioenergy,0.857,1.02559806608346,18.8626907073508,0.136
2003,Belgium,Other renewables,0.0,0.0,,0.0
2003,Belgium,Production,83.5609999999999,,3.23947664290391,2.622
2003,Belgium,Net imports,6.41,,-15.524512387981,-1.178
2003,Belgium,Demand,89.971,,1.63114078190835,1.444
2003,Bulgaria,Fossil,22.019,52.0617581690074,11.4716751885789,2.26599999999999
2003,Bulgaria,Coal,19.237,45.4839930013713,11.9601908974508,2.05499999999999
2003,Bulgaria,Hard Coal,4.525,10.6989171040809,17.1369402019156,0.662
2003,Bulgaria,Lignite,14.712,34.7850758972903,10.458743148885,1.39299999999999
2003,Bulgaria,Gas,1.762,4.16607556627417,14.4899285250162,0.223
2003,Bulgaria,Other fossil,1.02,2.41168960136189,-1.16279069767442,-0.012
2003,Bulgaria,Nuclear,17.28,40.8568591289544,-14.5485115221046,-2.942
2003,Bulgaria,Renewables,2.995,7.08138270203811,41.5406427221171,0.879
2003,Bulgaria,Hydro,2.995,7.08138270203811,41.5406427221171,0.879
2003,Bulgaria,Wind and solar,0.0,0.0,,0.0
2003,Bulgaria,Wind,0.0,0.0,,0.0
2003,Bulgaria,Solar,0.0,0.0,,0.0
2003,Bulgaria,Bioenergy,0.0,0.0,,0.0
2003,Bulgaria,Other renewables,0.0,0.0,,0.0
2003,Bulgaria,Production,42.294,,0.482288375187112,0.203000000000002
2003,Bulgaria,Net imports,-5.489,,-12.8038125496425,0.806
